time,.data
2025/09/16/14:21:08.400301,"(1.5434625570928013, 1.7390334820239621, -0.2765287083239538, 0.11461314153837897)"
2025/09/16/14:21:08.500364,"(1.3764974759119586, 1.954498722812063, -0.8642184516195778, 0.29178404218063186)"
2025/09/16/14:21:08.600285,"(1.668106729077645, 1.8010610287781448, -0.5701384959721545, -0.3042298965711468)"
2025/09/16/14:21:08.700293,"(1.5270731433764384, 2.131028348851693, -1.538017855270345, -0.33010744431982336)"
2025/09/16/14:21:08.800269,"(1.2964805391208778, 1.9194368728686135, -0.959046424401363, 0.2868662430939743)"
2025/09/16/14:21:08.900313,"(1.182773682991407, 2.148971333093412, -1.4708995008591494, 0.4614957993448697)"
2025/09/16/14:21:09.000330,"(0.8619818437549163, 1.5810552299597973, -1.5923832618886864, -0.15423648947879204)"
2025/09/16/14:21:09.100297,"(0.6795323955752239, 1.47610864739275, -1.6532659084962407, -0.06011340486120487)"
2025/09/16/14:21:09.200288,"(0.8819193474023641, 1.4528783249456358, -1.3352493569528852, -0.19333140186633618)"
2025/09/16/14:21:09.300308,"(0.48149391983224504, 1.3058398651454364, -1.5410716982580557, 0.10762019236834608)"
2025/09/16/14:21:09.400263,"(0.6024131618095225, 1.297062543839235, -1.8718637551027164, -0.4825649910433154)"
2025/09/16/14:21:09.500314,"(0.3918446791935575, 1.12834228278959, -1.520843035255234, -0.047847828063149245)"
2025/09/16/14:21:09.600263,"(0.03076472605886149, 0.7397236670542877, -1.473618837919808, -0.05570095592896583)"
2025/09/16/14:21:09.700308,"(0.554695938397107, 1.1176862012725137, -1.3054992102015726, -0.17951868445076058)"
2025/09/16/14:21:09.800306,"(0.0040377387671991505, 0.6947720020300217, -1.4159433124877736, -0.03447478596213152)"
2025/09/16/14:21:09.900272,"(0.18797654531485544, 0.8192836464828653, -1.4655946557831023, -0.2029804534470818)"
2025/09/16/14:21:10.000274,"(0.33307301372763165, 0.7761461610300896, -1.321725885929801, -0.43557958138536057)"
2025/09/16/14:21:10.100320,"(0.3067250662330242, 0.6215609784191124, -1.1942449190428959, -0.5645730946707114)"
2025/09/16/14:21:10.200283,"(0.14937395811982385, 0.5917607025473913, -1.8303372507576017, -0.9455637619025441)"
2025/09/16/14:21:10.300319,"(-0.007366961663533345, 0.34314307592323423, -0.8174593290833805, -0.11643925390987231)"
2025/09/16/14:21:10.400273,"(-0.004537409200570381, 0.31542241712602875, -0.9088047506756041, -0.26888509802242233)"
2025/09/16/14:21:10.500284,"(0.643938361442484, 0.8353145252349261, -1.3656763374501195, -0.982924009865273)"
2025/09/16/14:21:10.600285,"(0.8043865524132495, 0.8186552283005865, -1.1192648864424946, -1.0907275346678245)"
2025/09/16/14:21:10.700292,"(0.8479242576404149, 1.0046719584867843, -1.3151994353505372, -1.0017040336578082)"
2025/09/16/14:21:10.800257,"(0.7933751778006568, 0.7812477796805071, -1.211726770150255, -1.235981566390489)"
2025/09/16/14:21:10.900296,"(1.2372953504367017, 0.9741533372541318, -0.750685290341047, -1.2769693167061618)"
2025/09/16/14:21:11.000423,"(1.2337431804513603, 0.9927559915636531, -1.1629129110083867, -1.6448872887837647)"
2025/09/16/14:21:11.100274,"(1.1726231633961117, 0.828358447857702, -0.8123417706112674, -1.500871201688167)"
2025/09/16/14:21:11.200281,"(1.1651612473916353, 1.097549650467609, -1.398822715087374, -1.5340459089354117)"
2025/09/16/14:21:11.300267,"(1.514894422954321, 1.0255997117949442, -0.7285450076517814, -1.7071344299705158)"
2025/09/16/14:21:11.400276,"(2.071152020638617, 1.5588582587167492, -1.167044933063004, -2.191632456906647)"
